Time,Open,High,Low,Close,Volume,Count,Wap
20230317  11:42:00,305.23,305.41,305.18,305.26,843.37,512,305.279
20230317  11:44:00,305.27,305.35,304.94,304.94,1446.51,952,305.151
20230317  11:46:00,304.94,305.26,304.88,305.22,1783.17,700,305.08
20230317  11:48:00,305.22,305.27,305,305.01,1299.76,819,305.128
20230317  11:50:00,305.01,305.36,305,305.03,1076.8,666,305.224
20230317  11:52:00,305.05,305.08,304.66,304.66,1677.66,949,304.809
20230317  11:54:00,304.67,304.83,304.44,304.73,1864.86,1036,304.61
20230317  11:56:00,304.73,305.18,304.7,305.15,1330.82,707,304.963
20230317  11:58:00,305.14,305.16,304.92,305.01,988.31,546,305.061
20230317  12:00:00,305,305.12,304.95,305.06,885.69,499,305.038
20230317  12:02:00,305.07,305.26,305.05,305.1,1720.12,1026,305.159
20230317  12:04:00,305.1,305.62,305.06,305.56,2432.71,1366,305.242
20230317  12:06:00,305.61,305.68,305.4,305.54,2925.09,1236,305.527
20230317  12:08:00,305.56,305.68,305.42,305.6,2492.26,1161,305.582
20230317  12:10:00,305.6,305.85,305.52,305.76,1987.03,1110,305.676
20230317  12:12:00,305.77,305.97,305.73,305.93,1362.99,736,305.857
20230317  12:14:00,305.95,306.15,305.86,305.86,2045.31,1102,305.985
20230317  12:16:00,305.9,306.02,305.6,305.66,3402.17,1866,305.822
20230317  12:18:00,305.64,305.77,305.47,305.76,1832.14,773,305.593
20230317  12:20:00,305.78,306.36,305.65,306.23,1714.39,953,306.051
20230317  12:22:00,306.24,306.41,306.08,306.08,1648.83,800,306.272
20230317  12:24:00,306.09,306.09,305.71,305.8,1323.36,833,305.887
20230317  12:26:00,305.79,305.81,305.62,305.78,1382.99,719,305.731
20230317  12:28:00,305.77,305.78,305.56,305.76,1235.7,594,305.697
20230317  12:30:00,305.75,306.01,305.62,305.95,1831.74,877,305.813
20230317  12:32:00,305.96,306.3,305.7,305.77,1964.62,1190,306.025
20230317  12:34:00,305.76,305.77,305.34,305.41,1674.88,1019,305.523
20230317  12:36:00,305.42,305.52,305.28,305.33,1307.12,686,305.383
20230317  12:38:00,305.34,305.82,305.26,305.81,1858.42,948,305.571
20230317  12:40:00,305.82,305.82,305.16,305.22,1833.27,1020,305.492
20230317  12:42:00,305.23,305.47,305.17,305.45,1301.86,635,305.355
20230317  12:44:00,305.46,305.99,305.45,305.93,2196.63,1136,305.795
20230317  12:46:00,305.92,305.93,305.65,305.84,1247.34,754,305.771
20230317  12:48:00,305.86,306.13,305.82,305.89,1652.76,1029,305.98
20230317  12:50:00,305.89,306.06,305.68,305.74,1070.19,658,305.866
20230317  12:52:00,305.73,305.8,305.51,305.55,862.17,446,305.645
20230317  12:54:00,305.54,305.88,305.52,305.8,1311.83,445,305.808
20230317  12:56:00,305.79,305.8,305.49,305.68,1679.56,875,305.606
20230317  12:58:00,305.68,306.06,305.6,306.05,1464.44,899,305.792
20230317  13:00:00,306.06,306.49,306.06,306.24,3438.15,2214,306.317
20230317  13:02:00,306.25,306.53,306.04,306.1,2074.21,1119,306.317
20230317  13:04:00,306.1,306.13,305.81,305.98,1394.82,816,305.97
20230317  13:06:00,305.97,305.97,305.32,305.4,2291.96,1547,305.593
20230317  13:08:00,305.4,305.6,305.3,305.49,1269.57,677,305.467
20230317  13:10:00,305.51,305.54,305.2,305.27,1269.22,635,305.337
20230317  13:12:00,305.27,305.41,305.18,305.26,1812.67,639,305.285
20230317  13:14:00,305.28,305.34,304.85,304.94,2161.03,1328,305.059
20230317  13:16:00,304.93,305.36,304.91,305.22,2128.48,1317,305.209
20230317  13:18:00,305.22,305.33,304.96,305.02,1466.76,820,305.106
20230317  13:20:00,305.02,305.14,304.83,304.92,1090.41,651,305.014
20230317  13:22:00,304.9,304.93,304.75,304.8,2135.5,1009,304.832
20230317  13:24:00,304.81,304.84,304.27,304.28,2571.1,1459,304.516
20230317  13:26:00,304.27,304.54,304.25,304.39,2345.25,1381,304.443
20230317  13:28:00,304.38,304.51,304.33,304.37,848.17,544,304.405
20230317  13:30:00,304.39,304.57,304.22,304.5,1905.1,1271,304.401
20230317  13:32:00,304.5,304.72,304.43,304.71,2161.16,1136,304.596
20230317  13:34:00,304.7,304.75,304.49,304.58,1211.75,677,304.622
20230317  13:36:00,304.6,304.71,304.38,304.38,1661.51,1017,304.587
20230317  13:38:00,304.37,304.47,304.16,304.44,2477.63,1224,304.302
20230317  13:40:00,304.43,304.48,304.12,304.35,1860.4,1037,304.307
20230317  13:42:00,304.34,304.57,304.33,304.54,1343.46,788,304.451
20230317  13:44:00,304.54,304.57,304.14,304.15,1254.47,830,304.337
20230317  13:46:00,304.15,304.35,304.07,304.16,1248.91,822,304.261
20230317  13:48:00,304.16,304.43,304.11,304.32,1125.86,803,304.266
20230317  13:50:00,304.28,304.28,303.73,303.84,2909.24,1270,303.929
20230317  13:52:00,303.84,304.35,303.74,304.31,3278.4,1973,304.01
20230317  13:54:00,304.32,304.93,304.3,304.7,3067.29,1754,304.621
